k,#hits,precision,recall,fmeasure,hit
1,0.0,0.0,0.0,0.0,0
2,1.0,0.5,0.05,0.09090909090909091,1
3,1.0,0.3333333333333333,0.05,0.08695652173913045,0
4,2.0,0.5,0.1,0.16666666666666669,1
5,3.0,0.6,0.15,0.24,1
6,3.0,0.5,0.15,0.23076923076923075,0
7,3.0,0.42857142857142855,0.15,0.2222222222222222,0
8,3.0,0.375,0.15,0.21428571428571425,0
9,3.0,0.3333333333333333,0.15,0.20689655172413793,0
10,3.0,0.3,0.15,0.2,0
11,3.0,0.2727272727272727,0.15,0.19354838709677416,0
12,3.0,0.25,0.15,0.18749999999999997,0
13,3.0,0.23076923076923078,0.15,0.18181818181818185,0
14,3.0,0.21428571428571427,0.15,0.1764705882352941,0
15,3.0,0.2,0.15,0.17142857142857143,0
16,3.0,0.1875,0.15,0.16666666666666663,0
17,3.0,0.17647058823529413,0.15,0.16216216216216214,0
18,3.0,0.16666666666666666,0.15,0.15789473684210525,0
19,3.0,0.15789473684210525,0.15,0.15384615384615385,0
20,3.0,0.15,0.15,0.15,0
