k,hits,precision,recall,fmeasure
1,1.0,1.0,0.06666666666666667,0.125
2,2.0,1.0,0.13333333333333333,0.23529411764705882
3,2.0,0.6666666666666666,0.13333333333333333,0.2222222222222222
4,3.0,0.75,0.2,0.31578947368421056
5,3.0,0.6,0.2,0.3
6,3.0,0.5,0.2,0.28571428571428575
7,3.0,0.42857142857142855,0.2,0.27272727272727276
8,3.0,0.375,0.2,0.26086956521739135
9,3.0,0.3333333333333333,0.2,0.25
10,3.0,0.3,0.2,0.24
11,3.0,0.2727272727272727,0.2,0.23076923076923075
12,3.0,0.25,0.2,0.22222222222222224
13,3.0,0.23076923076923078,0.2,0.21428571428571427
14,3.0,0.21428571428571427,0.2,0.20689655172413796
15,3.0,0.2,0.2,0.20000000000000004
16,3.0,0.1875,0.2,0.19354838709677422
17,3.0,0.17647058823529413,0.2,0.18750000000000003
18,3.0,0.16666666666666666,0.2,0.1818181818181818
19,3.0,0.15789473684210525,0.2,0.17647058823529413
20,3.0,0.15,0.2,0.17142857142857143
