k,hits,precision,recall,fmeasure
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,1.0,0.3333333333333333,0.038461538461538464,0.06896551724137931
4,2.0,0.5,0.07692307692307693,0.13333333333333336
5,3.0,0.6,0.11538461538461539,0.1935483870967742
6,4.0,0.6666666666666666,0.15384615384615385,0.25
7,4.0,0.5714285714285714,0.15384615384615385,0.24242424242424246
8,4.0,0.5,0.15384615384615385,0.23529411764705882
9,4.0,0.4444444444444444,0.15384615384615385,0.2285714285714286
10,4.0,0.4,0.15384615384615385,0.2222222222222222
11,4.0,0.36363636363636365,0.15384615384615385,0.21621621621621623
12,4.0,0.3333333333333333,0.15384615384615385,0.21052631578947367
13,4.0,0.3076923076923077,0.15384615384615385,0.20512820512820515
14,5.0,0.35714285714285715,0.19230769230769232,0.25
15,5.0,0.3333333333333333,0.19230769230769232,0.2439024390243902
16,5.0,0.3125,0.19230769230769232,0.2380952380952381
17,6.0,0.35294117647058826,0.23076923076923078,0.2790697674418605
18,7.0,0.3888888888888889,0.2692307692307692,0.3181818181818182
19,7.0,0.3684210526315789,0.2692307692307692,0.3111111111111111
20,7.0,0.35,0.2692307692307692,0.3043478260869565
