k,hits,precision,recall,fmeasure
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,1.0,0.25,0.021739130434782608,0.04
5,1.0,0.2,0.021739130434782608,0.0392156862745098
6,1.0,0.16666666666666666,0.021739130434782608,0.03846153846153846
7,1.0,0.14285714285714285,0.021739130434782608,0.03773584905660378
8,1.0,0.125,0.021739130434782608,0.03703703703703704
9,1.0,0.1111111111111111,0.021739130434782608,0.03636363636363637
10,1.0,0.1,0.021739130434782608,0.03571428571428571
11,1.0,0.09090909090909091,0.021739130434782608,0.03508771929824561
12,1.0,0.08333333333333333,0.021739130434782608,0.034482758620689655
13,1.0,0.07692307692307693,0.021739130434782608,0.03389830508474576
14,1.0,0.07142857142857142,0.021739130434782608,0.03333333333333333
15,1.0,0.06666666666666667,0.021739130434782608,0.03278688524590164
16,1.0,0.0625,0.021739130434782608,0.03225806451612903
17,1.0,0.058823529411764705,0.021739130434782608,0.031746031746031744
18,1.0,0.05555555555555555,0.021739130434782608,0.03125
19,1.0,0.05263157894736842,0.021739130434782608,0.03076923076923077
20,1.0,0.05,0.021739130434782608,0.030303030303030304
