k,hits,precision,recall,fmeasure
1,1.0,1.0,0.010101010101010102,0.02
2,1.0,0.5,0.010101010101010102,0.019801980198019806
3,2.0,0.6666666666666666,0.020202020202020204,0.03921568627450981
4,2.0,0.5,0.020202020202020204,0.03883495145631068
5,2.0,0.4,0.020202020202020204,0.038461538461538464
6,2.0,0.3333333333333333,0.020202020202020204,0.0380952380952381
7,3.0,0.42857142857142855,0.030303030303030304,0.056603773584905655
8,3.0,0.375,0.030303030303030304,0.05607476635514019
9,3.0,0.3333333333333333,0.030303030303030304,0.05555555555555555
10,3.0,0.3,0.030303030303030304,0.055045871559633024
11,3.0,0.2727272727272727,0.030303030303030304,0.05454545454545456
12,3.0,0.25,0.030303030303030304,0.054054054054054064
13,3.0,0.23076923076923078,0.030303030303030304,0.05357142857142857
14,3.0,0.21428571428571427,0.030303030303030304,0.05309734513274336
15,3.0,0.2,0.030303030303030304,0.052631578947368425
16,3.0,0.1875,0.030303030303030304,0.052173913043478265
17,3.0,0.17647058823529413,0.030303030303030304,0.05172413793103448
18,3.0,0.16666666666666666,0.030303030303030304,0.05128205128205128
19,3.0,0.15789473684210525,0.030303030303030304,0.05084745762711865
20,3.0,0.15,0.030303030303030304,0.05042016806722689
