k,#hits,precision,recall,fmeasure,hit
1,0.0,0.0,0.0,0.0,0
2,1.0,0.5,0.014492753623188406,0.028169014084507046,1
3,2.0,0.6666666666666666,0.028985507246376812,0.05555555555555555,1
4,2.0,0.5,0.028985507246376812,0.0547945205479452,0
5,3.0,0.6,0.043478260869565216,0.08108108108108109,1
6,4.0,0.6666666666666666,0.057971014492753624,0.10666666666666666,1
7,5.0,0.7142857142857143,0.07246376811594203,0.13157894736842105,1
8,6.0,0.75,0.08695652173913043,0.15584415584415584,1
9,7.0,0.7777777777777778,0.10144927536231885,0.1794871794871795,1
10,8.0,0.8,0.11594202898550725,0.20253164556962025,1
11,9.0,0.8181818181818182,0.13043478260869565,0.225,1
12,10.0,0.8333333333333334,0.14492753623188406,0.2469135802469136,1
13,11.0,0.8461538461538461,0.15942028985507245,0.2682926829268293,1
14,12.0,0.8571428571428571,0.17391304347826086,0.2891566265060241,1
15,13.0,0.8666666666666667,0.18840579710144928,0.30952380952380953,1
16,14.0,0.875,0.2028985507246377,0.32941176470588235,1
17,15.0,0.8823529411764706,0.21739130434782608,0.34883720930232553,1
18,16.0,0.8888888888888888,0.2318840579710145,0.36781609195402304,1
19,16.0,0.8421052631578947,0.2318840579710145,0.36363636363636365,0
20,17.0,0.85,0.2463768115942029,0.38202247191011235,1
