k,hits,precision,recall,fmeasure
1,0.0,0.0,0.0,0.0
2,1.0,0.5,0.07142857142857142,0.125
3,2.0,0.6666666666666666,0.14285714285714285,0.23529411764705882
4,2.0,0.5,0.14285714285714285,0.22222222222222224
5,2.0,0.4,0.14285714285714285,0.21052631578947364
6,2.0,0.3333333333333333,0.14285714285714285,0.2
7,2.0,0.2857142857142857,0.14285714285714285,0.19047619047619047
8,2.0,0.25,0.14285714285714285,0.18181818181818182
9,3.0,0.3333333333333333,0.21428571428571427,0.2608695652173913
10,3.0,0.3,0.21428571428571427,0.25
11,4.0,0.36363636363636365,0.2857142857142857,0.32
12,4.0,0.3333333333333333,0.2857142857142857,0.30769230769230765
13,4.0,0.3076923076923077,0.2857142857142857,0.29629629629629634
14,5.0,0.35714285714285715,0.35714285714285715,0.35714285714285715
15,6.0,0.4,0.42857142857142855,0.4137931034482759
16,6.0,0.375,0.42857142857142855,0.39999999999999997
17,6.0,0.35294117647058826,0.42857142857142855,0.3870967741935484
18,6.0,0.3333333333333333,0.42857142857142855,0.375
19,6.0,0.3157894736842105,0.42857142857142855,0.36363636363636365
20,6.0,0.3,0.42857142857142855,0.3529411764705882
