k,hits,precision,recall,fmeasure
1,1.0,1.0,0.010416666666666666,0.020618556701030924
2,1.0,0.5,0.010416666666666666,0.020408163265306124
3,1.0,0.3333333333333333,0.010416666666666666,0.0202020202020202
4,2.0,0.5,0.020833333333333332,0.039999999999999994
5,2.0,0.4,0.020833333333333332,0.039603960396039604
6,2.0,0.3333333333333333,0.020833333333333332,0.0392156862745098
7,2.0,0.2857142857142857,0.020833333333333332,0.03883495145631068
8,2.0,0.25,0.020833333333333332,0.038461538461538464
9,2.0,0.2222222222222222,0.020833333333333332,0.03809523809523809
10,2.0,0.2,0.020833333333333332,0.03773584905660377
11,2.0,0.18181818181818182,0.020833333333333332,0.037383177570093455
12,2.0,0.16666666666666666,0.020833333333333332,0.037037037037037035
13,2.0,0.15384615384615385,0.020833333333333332,0.03669724770642201
14,2.0,0.14285714285714285,0.020833333333333332,0.03636363636363636
15,2.0,0.13333333333333333,0.020833333333333332,0.03603603603603603
16,2.0,0.125,0.020833333333333332,0.03571428571428571
17,2.0,0.11764705882352941,0.020833333333333332,0.035398230088495575
18,2.0,0.1111111111111111,0.020833333333333332,0.03508771929824561
19,2.0,0.10526315789473684,0.020833333333333332,0.034782608695652174
20,2.0,0.1,0.020833333333333332,0.034482758620689655
