k,hits,precision,recall,fmeasure
1,0.0,0.0,0.0,0.0
2,1.0,0.3333333333333333,0.029411764705882353,0.05405405405405406
3,1.0,0.25,0.029411764705882353,0.05263157894736842
4,1.0,0.2,0.029411764705882353,0.05128205128205128
5,1.0,0.16666666666666666,0.029411764705882353,0.05
6,1.0,0.14285714285714285,0.029411764705882353,0.04878048780487805
7,1.0,0.125,0.029411764705882353,0.047619047619047616
8,1.0,0.1111111111111111,0.029411764705882353,0.04651162790697674
9,1.0,0.1,0.029411764705882353,0.04545454545454545
10,1.0,0.09090909090909091,0.029411764705882353,0.04444444444444444
11,1.0,0.08333333333333333,0.029411764705882353,0.04347826086956522
12,1.0,0.07692307692307693,0.029411764705882353,0.0425531914893617
13,1.0,0.07142857142857142,0.029411764705882353,0.041666666666666664
14,1.0,0.06666666666666667,0.029411764705882353,0.04081632653061225
15,1.0,0.0625,0.029411764705882353,0.039999999999999994
16,1.0,0.058823529411764705,0.029411764705882353,0.03921568627450981
17,1.0,0.05555555555555555,0.029411764705882353,0.03846153846153846
18,1.0,0.05263157894736842,0.029411764705882353,0.03773584905660377
19,1.0,0.05,0.029411764705882353,0.03703703703703704
