k,hits,precision,recall,fmeasure
1,1.0,1.0,0.05263157894736842,0.1
2,2.0,1.0,0.10526315789473684,0.1904761904761905
3,2.0,0.6666666666666666,0.10526315789473684,0.18181818181818182
4,2.0,0.5,0.10526315789473684,0.17391304347826086
5,3.0,0.6,0.15789473684210525,0.25
6,4.0,0.6666666666666666,0.21052631578947367,0.32
7,4.0,0.5714285714285714,0.21052631578947367,0.3076923076923077
8,4.0,0.5,0.21052631578947367,0.2962962962962963
9,5.0,0.5555555555555556,0.2631578947368421,0.35714285714285715
10,5.0,0.5,0.2631578947368421,0.3448275862068966
11,5.0,0.45454545454545453,0.2631578947368421,0.3333333333333333
12,5.0,0.4166666666666667,0.2631578947368421,0.3225806451612903
13,5.0,0.38461538461538464,0.2631578947368421,0.3125
14,5.0,0.35714285714285715,0.2631578947368421,0.30303030303030304
15,6.0,0.4,0.3157894736842105,0.35294117647058826
16,6.0,0.375,0.3157894736842105,0.34285714285714286
17,6.0,0.35294117647058826,0.3157894736842105,0.33333333333333337
18,6.0,0.3333333333333333,0.3157894736842105,0.3243243243243243
19,6.0,0.3157894736842105,0.3157894736842105,0.3157894736842105
20,7.0,0.35,0.3684210526315789,0.358974358974359
