k,hits,precision,recall,fmeasure
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,1.0,0.25,0.01694915254237288,0.031746031746031744
5,1.0,0.2,0.01694915254237288,0.03125
6,1.0,0.16666666666666666,0.01694915254237288,0.030769230769230767
7,2.0,0.2857142857142857,0.03389830508474576,0.060606060606060594
8,3.0,0.375,0.05084745762711865,0.08955223880597016
9,4.0,0.4444444444444444,0.06779661016949153,0.1176470588235294
10,5.0,0.5,0.0847457627118644,0.14492753623188406
11,6.0,0.5454545454545454,0.1016949152542373,0.17142857142857146
12,6.0,0.5,0.1016949152542373,0.16901408450704228
13,7.0,0.5384615384615384,0.11864406779661017,0.19444444444444445
14,8.0,0.5714285714285714,0.13559322033898305,0.2191780821917808
15,8.0,0.5333333333333333,0.13559322033898305,0.21621621621621623
16,9.0,0.5625,0.15254237288135594,0.24000000000000002
17,10.0,0.5882352941176471,0.1694915254237288,0.2631578947368421
18,11.0,0.6111111111111112,0.1864406779661017,0.28571428571428575
19,12.0,0.631578947368421,0.2033898305084746,0.3076923076923077
20,13.0,0.65,0.22033898305084745,0.3291139240506329
