k,hits,precision,recall,fmeasure
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,1.0,0.25,0.14285714285714285,0.18181818181818182
5,1.0,0.2,0.14285714285714285,0.16666666666666666
6,2.0,0.3333333333333333,0.2857142857142857,0.30769230769230765
7,2.0,0.2857142857142857,0.2857142857142857,0.2857142857142857
8,2.0,0.25,0.2857142857142857,0.26666666666666666
9,2.0,0.2222222222222222,0.2857142857142857,0.25
10,3.0,0.3,0.42857142857142855,0.3529411764705882
11,4.0,0.36363636363636365,0.5714285714285714,0.4444444444444444
12,4.0,0.3333333333333333,0.5714285714285714,0.4210526315789474
13,4.0,0.3076923076923077,0.5714285714285714,0.4
14,4.0,0.2857142857142857,0.5714285714285714,0.38095238095238093
15,4.0,0.26666666666666666,0.5714285714285714,0.36363636363636365
16,4.0,0.25,0.5714285714285714,0.34782608695652173
17,4.0,0.23529411764705882,0.5714285714285714,0.3333333333333333
18,4.0,0.2222222222222222,0.5714285714285714,0.32
19,4.0,0.21052631578947367,0.5714285714285714,0.3076923076923077
20,4.0,0.2,0.5714285714285714,0.29629629629629634
