k,hits,precision,recall,fmeasure
1,1.0,1.0,0.04,0.07692307692307693
2,2.0,1.0,0.08,0.14814814814814814
3,3.0,1.0,0.12,0.21428571428571425
4,4.0,1.0,0.16,0.2758620689655173
5,5.0,1.0,0.2,0.33333333333333337
6,6.0,1.0,0.24,0.3870967741935484
7,7.0,1.0,0.28,0.43750000000000006
8,8.0,1.0,0.32,0.48484848484848486
9,8.0,0.8888888888888888,0.32,0.47058823529411764
10,9.0,0.9,0.36,0.5142857142857143
11,9.0,0.8181818181818182,0.36,0.5
12,9.0,0.75,0.36,0.48648648648648657
13,9.0,0.6923076923076923,0.36,0.47368421052631576
14,9.0,0.6428571428571429,0.36,0.4615384615384615
15,9.0,0.6,0.36,0.45
16,9.0,0.5625,0.36,0.43902439024390244
17,9.0,0.5294117647058824,0.36,0.42857142857142855
18,9.0,0.5,0.36,0.41860465116279066
19,9.0,0.47368421052631576,0.36,0.40909090909090906
20,9.0,0.45,0.36,0.39999999999999997
