k,#hits,precision,recall,fmeasure,hit
1,0.0,0.0,0.0,0.0,0
2,0.0,0.0,0.0,0.0,0
3,1.0,0.3333333333333333,0.02,0.03773584905660377,1
4,1.0,0.25,0.02,0.037037037037037035,0
5,2.0,0.4,0.04,0.07272727272727272,1
6,2.0,0.3333333333333333,0.04,0.07142857142857142,0
7,3.0,0.42857142857142855,0.06,0.10526315789473684,1
8,3.0,0.375,0.06,0.10344827586206896,0
9,4.0,0.4444444444444444,0.08,0.13559322033898308,1
10,4.0,0.4,0.08,0.13333333333333333,0
11,4.0,0.36363636363636365,0.08,0.13114754098360654,0
12,5.0,0.4166666666666667,0.1,0.16129032258064516,1
13,5.0,0.38461538461538464,0.1,0.15873015873015872,0
14,6.0,0.42857142857142855,0.12,0.1875,1
15,6.0,0.4,0.12,0.18461538461538463,0
16,7.0,0.4375,0.14,0.21212121212121213,1
17,8.0,0.47058823529411764,0.16,0.23880597014925375,1
18,8.0,0.4444444444444444,0.16,0.23529411764705882,0
19,9.0,0.47368421052631576,0.18,0.2608695652173913,1
20,9.0,0.45,0.18,0.2571428571428572,0
