k,hits,precision,recall,fmeasure
1,1.0,1.0,0.010416666666666666,0.020618556701030924
2,2.0,1.0,0.020833333333333332,0.04081632653061225
3,3.0,1.0,0.03125,0.06060606060606061
4,3.0,0.75,0.03125,0.06
5,4.0,0.8,0.041666666666666664,0.07920792079207921
6,4.0,0.6666666666666666,0.041666666666666664,0.0784313725490196
7,4.0,0.5714285714285714,0.041666666666666664,0.07766990291262137
8,4.0,0.5,0.041666666666666664,0.07692307692307693
9,5.0,0.5555555555555556,0.052083333333333336,0.09523809523809525
10,5.0,0.5,0.052083333333333336,0.09433962264150943
11,5.0,0.45454545454545453,0.052083333333333336,0.09345794392523366
12,5.0,0.4166666666666667,0.052083333333333336,0.0925925925925926
13,5.0,0.38461538461538464,0.052083333333333336,0.09174311926605505
14,5.0,0.35714285714285715,0.052083333333333336,0.09090909090909091
15,5.0,0.3333333333333333,0.052083333333333336,0.0900900900900901
16,6.0,0.375,0.0625,0.10714285714285714
17,7.0,0.4117647058823529,0.07291666666666667,0.12389380530973451
18,7.0,0.3888888888888889,0.07291666666666667,0.12280701754385964
19,7.0,0.3684210526315789,0.07291666666666667,0.12173913043478261
20,7.0,0.35,0.07291666666666667,0.1206896551724138
