k,hits,precision,recall,fmeasure
1,1.0,1.0,0.010101010101010102,0.02
2,1.0,0.5,0.010101010101010102,0.019801980198019806
3,1.0,0.3333333333333333,0.010101010101010102,0.019607843137254905
4,1.0,0.25,0.010101010101010102,0.01941747572815534
5,1.0,0.2,0.010101010101010102,0.019230769230769232
6,1.0,0.16666666666666666,0.010101010101010102,0.01904761904761905
7,1.0,0.14285714285714285,0.010101010101010102,0.018867924528301886
8,1.0,0.125,0.010101010101010102,0.018691588785046728
9,2.0,0.2222222222222222,0.020202020202020204,0.03703703703703704
10,2.0,0.2,0.020202020202020204,0.03669724770642203
11,2.0,0.18181818181818182,0.020202020202020204,0.03636363636363637
12,2.0,0.16666666666666666,0.020202020202020204,0.03603603603603604
13,3.0,0.23076923076923078,0.030303030303030304,0.05357142857142857
14,4.0,0.2857142857142857,0.04040404040404041,0.07079646017699116
15,4.0,0.26666666666666666,0.04040404040404041,0.07017543859649124
16,4.0,0.25,0.04040404040404041,0.06956521739130436
17,5.0,0.29411764705882354,0.050505050505050504,0.08620689655172413
18,5.0,0.2777777777777778,0.050505050505050504,0.08547008547008547
19,5.0,0.2631578947368421,0.050505050505050504,0.08474576271186442
20,5.0,0.25,0.050505050505050504,0.08403361344537816
