k,#hits,precision,recall,fmeasure,hit
1,1.0,1.0,0.03225806451612903,0.0625,1
2,1.0,0.5,0.03225806451612903,0.06060606060606061,0
3,2.0,0.6666666666666666,0.06451612903225806,0.1176470588235294,1
4,3.0,0.75,0.0967741935483871,0.1714285714285714,1
5,4.0,0.8,0.12903225806451613,0.2222222222222222,1
6,5.0,0.8333333333333334,0.16129032258064516,0.27027027027027023,1
7,6.0,0.8571428571428571,0.1935483870967742,0.3157894736842105,1
8,7.0,0.875,0.22580645161290322,0.358974358974359,1
9,8.0,0.8888888888888888,0.25806451612903225,0.39999999999999997,1
10,9.0,0.9,0.2903225806451613,0.4390243902439024,1
11,10.0,0.9090909090909091,0.3225806451612903,0.4761904761904761,1
12,11.0,0.9166666666666666,0.3548387096774194,0.5116279069767442,1
13,12.0,0.9230769230769231,0.3870967741935484,0.5454545454545454,1
14,13.0,0.9285714285714286,0.41935483870967744,0.5777777777777778,1
15,14.0,0.9333333333333333,0.45161290322580644,0.608695652173913,1
16,15.0,0.9375,0.4838709677419355,0.6382978723404255,1
17,16.0,0.9411764705882353,0.5161290322580645,0.6666666666666666,1
18,17.0,0.9444444444444444,0.5483870967741935,0.6938775510204082,1
19,18.0,0.9473684210526315,0.5806451612903226,0.72,1
20,18.0,0.9,0.5806451612903226,0.7058823529411764,0
